Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y
Away,CHALLENGE,TACKLE-WON,1,63082,2523.28,63082,2523.28,Player23,,8.479999999999995,-17.0,,
Away,PASS,,1,63174,2526.96,63229,2529.16,Player23,Player24,21.199999999999996,-3.400000000000003,33.919999999999995,17.68
Away,PASS,,1,63259,2530.36,63284,2531.36,Player24,Player22,32.86000000000001,15.639999999999999,41.34,14.959999999999997
Away,PASS,,1,63311,2532.44,63338,2533.52,Player22,Player23,44.52,17.68,45.580000000000005,3.3999999999999995
Away,SHOT,OFF TARGET-HEAD-OUT,1,63362,2534.48,63372,2534.88,Player23,,45.580000000000005,0.6800000000000006,54.06,-6.799999999999999
Home,RECOVERY,,1,63963,2558.52,63963,2558.52,Player11,,48.76,-7.479999999999999,,
Home,PASS,GOAL KICK,1,63963,2558.52,64019,2560.76,Player11,Player4,48.76,-7.479999999999999,26.5,-26.52
Home,BALL LOST,INTERCEPTION,1,64095,2563.8,64130,2565.2,Player4,,18.020000000000003,-27.880000000000003,-5.299999999999999,-14.279999999999998
Away,RECOVERY,INTERCEPTION,1,64130,2565.2,64130,2565.2,Player21,,-4.2399999999999975,-17.68,,
Away,BALL LOST,INTERCEPTION,1,64182,2567.28,64239,2569.56,Player21,,-8.480000000000002,-25.84,22.259999999999998,-12.919999999999996
Home,RECOVERY,,1,64240,2569.6,64240,2569.6,Player3,,21.199999999999996,-12.240000000000004,,
Home,PASS,HEAD,1,64240,2569.6,64264,2570.56,Player3,Player6,21.199999999999996,-12.240000000000004,10.599999999999998,-11.560000000000002
Home,BALL LOST,INTERCEPTION,1,64388,2575.52,64413,2576.52,Player6,,11.659999999999998,-29.919999999999995,6.360000000000006,-25.84
Away,RECOVERY,INTERCEPTION,1,64415,2576.6,64415,2576.6,Player23,,4.240000000000004,-27.200000000000003,,
Away,PASS,,1,64416,2576.64,64438,2577.52,Player23,Player19,4.240000000000004,-27.200000000000003,10.599999999999998,-29.240000000000002
Away,PASS,,1,64442,2577.68,64467,2578.68,Player19,Player20,10.599999999999998,-28.560000000000002,11.659999999999998,-19.040000000000003
Away,PASS,,1,64535,2581.4,64607,2584.28,Player20,Player18,11.659999999999998,-11.560000000000002,23.319999999999997,22.439999999999998
Away,PASS,,1,64650,2586.0,64672,2586.88,Player18,Player22,26.5,19.040000000000003,23.319999999999997,12.24
Away,BALL LOST,INTERCEPTION,1,64701,2588.04,64741,2589.64,Player22,,25.439999999999998,11.559999999999999,45.580000000000005,-4.759999999999996
Home,RECOVERY,INTERCEPTION,1,64740,2589.6,64740,2589.6,Player4,,43.46,-5.439999999999998,,
Home,BALL LOST,HEAD,1,64740,2589.6,64767,2590.68,Player4,,43.46,-5.439999999999998,30.740000000000002,-5.439999999999998
Away,RECOVERY,INTERCEPTION,1,64770,2590.8,64770,2590.8,Player20,,28.62,-4.080000000000004,,
Away,SHOT,ON TARGET-SAVED,1,64772,2590.88,64799,2591.96,Player20,,28.62,-3.400000000000003,51.94,-2.040000000000002
Home,RECOVERY,SAVED,1,64791,2591.64,64791,2591.64,Player11,,51.94,-0.0,,
Home,PASS,,1,64870,2594.8,64917,2596.68,Player11,Player4,46.63999999999999,-4.080000000000004,36.04,-17.0
Home,PASS,,1,65027,2601.08,65057,2602.28,Player4,Player6,23.319999999999997,-19.720000000000002,16.960000000000004,-4.080000000000004
Home,PASS,,1,65120,2604.8,65153,2606.12,Player6,Player2,14.840000000000002,-2.040000000000002,13.780000000000001,14.280000000000001
Home,PASS,,1,65193,2607.72,65221,2608.84,Player2,Player1,6.360000000000006,17.68,-7.420000000000001,29.24
Home,PASS,,1,65246,2609.84,65266,2610.64,Player1,Player8,-9.540000000000003,30.6,-14.840000000000002,32.64
Home,PASS,,1,65364,2614.56,65391,2615.64,Player8,Player5,-14.840000000000002,18.36,-14.840000000000002,2.719999999999999
Home,PASS,,1,65391,2615.64,65414,2616.56,Player5,Player6,-14.840000000000002,2.719999999999999,-6.359999999999999,7.479999999999999
Home,PASS,,1,65484,2619.36,65516,2620.64,Player6,Player4,-8.480000000000002,-0.0,-6.359999999999999,-16.32
Home,PASS,,1,65590,2623.6,65610,2624.4,Player4,Player7,-12.719999999999999,-21.759999999999998,-21.200000000000003,-34.0
Home,PASS,,1,65638,2625.52,65661,2626.44,Player7,Player5,-22.26,-33.32,-32.86,-29.240000000000002
Home,PASS,,1,65699,2627.96,65734,2629.36,Player5,Player7,-33.92,-31.959999999999997,-27.560000000000002,-32.64
Home,PASS,,1,65747,2629.88,65782,2631.28,Player7,Player6,-27.560000000000002,-32.64,-22.26,-15.639999999999999
Home,PASS,,1,65782,2631.28,65793,2631.72,Player6,Player4,-22.26,-15.639999999999999,-24.38,-21.080000000000005
Home,PASS,,1,65793,2631.72,65836,2633.44,Player4,Player3,-24.38,-21.080000000000005,-7.420000000000001,-17.0
Home,PASS,,1,65867,2634.68,65894,2635.76,Player3,Player7,-8.480000000000002,-16.32,-14.840000000000002,-31.279999999999998
Home,PASS,,1,65929,2637.16,65949,2637.96,Player7,Player5,-15.900000000000002,-31.279999999999998,-24.38,-34.0
Home,PASS,,1,65976,2639.04,66016,2640.64,Player5,Player7,-23.319999999999997,-34.0,-11.659999999999998,-31.959999999999997
Home,PASS,,1,66067,2642.68,66097,2643.88,Player7,Player9,-11.659999999999998,-31.279999999999998,-31.799999999999997,-24.48
Home,BALL LOST,,1,66097,2643.88,66130,2645.2,Player9,,-31.799999999999997,-24.48,-32.86,-11.560000000000002
Home,CHALLENGE,GROUND-LOST,1,66130,2645.2,66130,2645.2,Player10,,-30.740000000000002,-13.599999999999998,,
Home,RECOVERY,,1,66149,2645.96,66149,2645.96,Player5,,-28.62,-19.720000000000002,,
Home,CHALLENGE,GROUND-LOST,1,66156,2646.24,66156,2646.24,Player5,,-29.680000000000003,-19.040000000000003,,
Home,BALL LOST,INTERCEPTION,1,66156,2646.24,66156,2646.24,Player5,,-29.680000000000003,-19.040000000000003,,
Away,CHALLENGE,TACKLE-LOST,1,66165,2646.6,66165,2646.6,Player21,,-29.680000000000003,-19.040000000000003,,
Home,RECOVERY,,1,66208,2648.32,66208,2648.32,Player7,,-33.92,-25.16,,
Home,BALL LOST,,1,66208,2648.32,66248,2649.92,Player7,,-33.92,-25.16,-43.46,-22.439999999999998
Away,RECOVERY,THEFT,1,66254,2650.16,66254,2650.16,Player15,,-42.400000000000006,-23.799999999999997,,
Away,PASS,,1,66259,2650.36,66267,2650.68,Player15,Player16,-43.46,-23.119999999999997,-43.46,-15.639999999999999
Away,PASS,,1,66272,2650.88,66305,2652.2,Player16,Player19,-43.46,-14.959999999999997,-26.5,-23.119999999999997
Away,PASS,,1,66338,2653.52,66363,2654.52,Player19,Player20,-24.38,-19.040000000000003,-26.5,-10.200000000000001
Home,CHALLENGE,TACKLE-WON,1,66393,2655.72,66393,2655.72,Player10,,-24.38,-12.240000000000004,,
Home,RECOVERY,THEFT,1,66393,2655.72,66393,2655.72,Player10,,-24.38,-12.240000000000004,,
Home,PASS,,1,66393,2655.72,66434,2657.36,Player10,Player9,-24.38,-12.240000000000004,-21.200000000000003,-17.0
Away,CHALLENGE,TACKLE-LOST,1,66429,2657.16,66429,2657.16,Player20,,-23.319999999999997,-14.959999999999997,,
Away,BALL LOST,THEFT,1,66429,2657.16,66429,2657.16,Player20,,-23.319999999999997,-14.959999999999997,-25.439999999999998,-15.639999999999999
Home,BALL LOST,,1,66543,2661.72,66607,2664.28,Player9,,-33.92,6.120000000000002,-53.0,10.200000000000001
Away,RECOVERY,INTERCEPTION,1,66617,2664.68,66617,2664.68,Player25,,-51.94,8.84,,
Away,PASS,,1,66716,2668.64,66751,2670.04,Player25,Player22,-45.58,11.559999999999999,-14.840000000000002,24.48
Home,CHALLENGE,GROUND-WON,1,66772,2670.88,66772,2670.88,Player6,,-12.719999999999999,23.119999999999997,,
Home,RECOVERY,INTERCEPTION,1,66772,2670.88,66772,2670.88,Player6,,-12.719999999999999,23.119999999999997,,
Away,CHALLENGE,TACKLE-LOST,1,66797,2671.88,66797,2671.88,Player22,,-12.719999999999999,23.799999999999997,,
Away,BALL LOST,THEFT,1,66797,2671.88,66797,2671.88,Player22,,-12.719999999999999,23.799999999999997,-7.420000000000001,20.4
Home,PASS,,1,66843,2673.72,66878,2675.12,Player6,Player5,-3.180000000000003,23.119999999999997,-13.780000000000001,4.760000000000001
Home,PASS,,1,66929,2677.16,66961,2678.44,Player5,Player7,-16.959999999999997,0.6800000000000006,-29.680000000000003,-25.16
Home,SHOT,OFF TARGET-OUT,1,67067,2682.68,67107,2684.28,Player7,,-39.22,-18.36,-55.120000000000005,6.120000000000002
Away,RECOVERY,,1,67118,2684.72,67118,2684.72,Player25,,-48.760000000000005,-0.0,,
Away,BALL LOST,FORCED-END HALF,1,67852,2714.08,67857,2714.28,Player25,,-53.0,-0.6800000000000006,-51.94,2.040000000000002
Home,SET PIECE,KICK OFF-RETAKEN,2,67992,2719.68,67992,2719.68,Player5,,,,,
Home,PASS,,2,67992,2719.68,68022,2720.88,Player5,Player4,0.0,-0.6800000000000006,-18.02,6.120000000000002
Home,BALL LOST,FORCED,2,68031,2721.24,68031,2721.24,Player4,,-18.02,5.440000000000001,,
Home,SET PIECE,KICK OFF,2,68416,2736.64,68416,2736.64,Player5,,,,,
Home,PASS,,2,68416,2736.64,68448,2737.92,Player5,Player4,0.0,-0.6800000000000006,-18.02,6.120000000000002
Home,BALL LOST,INTERCEPTION,2,68479,2739.16,68561,2742.44,Player4,,-16.959999999999997,6.120000000000002,29.680000000000003,-8.16
Away,RECOVERY,INTERCEPTION,2,68554,2742.16,68554,2742.16,Player17,,27.560000000000002,-10.880000000000003,,
Away,BALL LOST,HEAD-INTERCEPTION,2,68554,2742.16,68613,2744.52,Player17,,27.560000000000002,-10.880000000000003,16.960000000000004,-19.040000000000003
Away,CHALLENGE,AERIAL-LOST,2,68613,2744.52,68613,2744.52,Player22,,18.020000000000003,-20.400000000000002,,
Home,CHALLENGE,AERIAL-WON,2,68614,2744.56,68614,2744.56,Player7,,18.020000000000003,-19.720000000000002,,
Home,RECOVERY,INTERCEPTION,2,68614,2744.56,68614,2744.56,Player7,,18.020000000000003,-19.720000000000002,,
Home,BALL LOST,HEAD-INTERCEPTION,2,68614,2744.56,68667,2746.68,Player7,,18.020000000000003,-19.720000000000002,25.439999999999998,-31.279999999999998
Home,CHALLENGE,TACKLE-WON,2,68676,2747.04,68676,2747.04,Player1,,23.319999999999997,-33.32,,
Home,RECOVERY,THEFT,2,68676,2747.04,68676,2747.04,Player1,,23.319999999999997,-33.32,,
Home,BALL OUT,,2,68676,2747.04,68683,2747.32,Player1,,23.319999999999997,-33.32,28.62,-35.36
Away,SET PIECE,THROW IN,2,68981,2759.24,68981,2759.24,Player18,,,,,
Away,PASS,,2,68981,2759.24,69009,2760.36,Player18,Player21,25.439999999999998,-34.68,26.5,-27.880000000000003
Away,PASS,,2,69044,2761.76,69127,2765.08,Player21,Player19,26.5,-26.52,4.240000000000004,14.280000000000001
Away,PASS,,2,69127,2765.08,69186,2767.44,Player19,Player15,4.240000000000004,14.280000000000001,13.780000000000001,24.48
Away,PASS,,2,69186,2767.44,69239,2769.56,Player15,Player24,13.780000000000001,24.48,-12.719999999999999,20.4
Away,PASS,,2,69325,2773.0,69350,2774.0,Player24,Player19,-20.14,25.84,-26.5,31.28
Away,PASS,,2,69394,2775.76,69434,2777.36,Player19,Player20,-20.14,27.880000000000003,-9.540000000000003,12.92
Away,PASS,,2,69518,2780.72,69563,2782.52,Player20,Player17,-2.120000000000002,-1.3600000000000012,7.419999999999995,-14.959999999999997
Away,PASS,,2,69563,2782.52,69601,2784.04,Player17,Player18,7.419999999999995,-14.959999999999997,-7.420000000000001,-32.64
Away,PASS,,2,69643,2785.72,69660,2786.4,Player18,Player21,-8.480000000000002,-30.599999999999998,-6.359999999999999,-21.759999999999998
Away,CHALLENGE,GROUND-ADVANTAGE-WON,2,69678,2787.12,69678,2787.12,Player21,,-7.420000000000001,-19.720000000000002,,
Home,CHALLENGE,GROUND-ADVANTAGE-LOST,2,69694,2787.76,69694,2787.76,Player6,,-8.480000000000002,-18.36,,
Away,PASS,,2,69725,2789.0,69780,2791.2,Player21,Player18,-11.659999999999998,-19.040000000000003,-33.92,-31.959999999999997
Away,PASS,,2,69829,2793.16,69859,2794.36,Player18,Player21,-39.22,-28.560000000000002,-29.680000000000003,-11.560000000000002
Away,SHOT,OFF TARGET-OUT,2,69887,2795.48,69927,2797.08,Player21,,-30.740000000000002,-10.880000000000003,-56.18,8.16
Home,RECOVERY,,2,70443,2817.72,70443,2817.72,Player11,,-47.7,7.479999999999999,,
Home,BALL LOST,GOAL KICK-INTERCEPTION,2,70443,2817.72,70505,2820.2,Player11,,-47.7,7.479999999999999,-2.120000000000002,10.879999999999999
Away,CHALLENGE,AERIAL-FAULT-WON,2,70505,2820.2,70505,2820.2,Player19,,-1.060000000000001,14.959999999999997,,
Home,CHALLENGE,AERIAL-FAULT-LOST,2,70505,2820.2,70505,2820.2,Player10,,0.0,16.32,,
Home,CARD,YELLOW,2,70626,2825.04,70626,2825.04,Player10,,,,,
Away,SET PIECE,FREE KICK,2,70915,2836.6,70915,2836.6,Player16,,,,,
Away,PASS,,2,70915,2836.6,70958,2838.32,Player16,Player17,1.060000000000001,14.280000000000001,11.659999999999998,0.6800000000000006
Away,PASS,,2,71016,2840.64,71039,2841.56,Player17,Player16,11.659999999999998,2.040000000000002,11.659999999999998,17.68
Away,PASS,,2,71072,2842.88,71097,2843.88,Player16,Player15,12.719999999999999,20.4,10.599999999999998,29.92
Away,BALL LOST,INTERCEPTION,2,71115,2844.6,71177,2847.08,Player15,,11.659999999999998,29.92,-22.26,31.959999999999997
Home,CHALLENGE,GROUND-WON,2,71175,2847.0,71175,2847.0,Player3,,-20.14,28.56,,
Home,RECOVERY,INTERCEPTION,2,71175,2847.0,71175,2847.0,Player3,,-20.14,28.56,,
Home,BALL OUT,,2,71175,2847.0,71205,2848.2,Player3,,-20.14,28.56,-18.02,36.04
Away,CHALLENGE,GROUND-LOST,2,71177,2847.08,71177,2847.08,Player24,,-20.14,27.200000000000003,,
Away,SET PIECE,THROW IN,2,71533,2861.32,71533,2861.32,Player15,,,,,
Away,PASS,,2,71533,2861.32,71558,2862.32,Player15,Player21,-18.02,33.32,-14.840000000000002,26.52
Away,PASS,,2,71558,2862.32,71578,2863.12,Player21,Player15,-14.840000000000002,26.52,-16.959999999999997,32.64
Away,PASS,,2,71598,2863.92,71616,2864.64,Player15,Player21,-16.959999999999997,31.959999999999997,-12.719999999999999,25.84
Away,PASS,,2,71634,2865.36,71690,2867.6,Player21,Player17,-11.659999999999998,25.84,6.360000000000006,1.3600000000000012
Away,PASS,,2,71736,2869.44,71768,2870.72,Player17,Player18,2.120000000000002,-10.200000000000001,-8.480000000000002,-29.240000000000002
Away,PASS,,2,71829,2873.16,71854,2874.16,Player18,Player23,-10.599999999999998,-22.439999999999998,-22.26,-21.080000000000005
Away,PASS,,2,71866,2874.64,71893,2875.72,Player23,Player22,-22.26,-23.119999999999997,-24.38,-33.32
Away,BALL OUT,,2,71893,2875.72,71972,2878.88,Player22,,-24.38,-33.32,-55.120000000000005,-14.279999999999998
Home,RECOVERY,,2,72298,2891.92,72298,2891.92,Player11,,-47.7,4.760000000000001,,
Home,PASS,,2,72298,2891.92,72337,2893.48,Player11,Player4,-47.7,4.760000000000001,-36.04,24.48
Home,PASS,,2,72456,2898.24,72483,2899.32,Player4,Player3,-28.62,29.92,-41.34,20.4
Home,BALL LOST,INTERCEPTION,2,72543,2901.72,72600,2904.0,Player3,,-38.16,25.84,1.060000000000001,17.68
Away,CHALLENGE,AERIAL-WON,2,72599,2903.96,72599,2903.96,Player16,,1.060000000000001,19.720000000000002,,
Away,RECOVERY,INTERCEPTION,2,72599,2903.96,72599,2903.96,Player16,,1.060000000000001,19.720000000000002,,
Away,PASS,HEAD,2,72599,2903.96,72618,2904.72,Player16,Player21,1.060000000000001,19.720000000000002,-2.120000000000002,19.040000000000003
Home,CHALLENGE,AERIAL-LOST,2,72600,2904.0,72600,2904.0,Player10,,1.060000000000001,21.08,,
Away,PASS,HEAD,2,72618,2904.72,72656,2906.24,Player21,Player15,-2.120000000000002,19.040000000000003,5.300000000000004,25.84
Away,PASS,,2,72656,2906.24,72686,2907.44,Player15,Player19,5.300000000000004,25.84,-7.420000000000001,28.56
Away,PASS,,2,72716,2908.64,72736,2909.44,Player19,Player23,-6.359999999999999,27.880000000000003,-15.900000000000002,17.0
Away,PASS,,2,72736,2909.44,72768,2910.72,Player23,Player24,-15.900000000000002,17.0,-22.26,30.6
Away,BALL LOST,INTERCEPTION,2,72842,2913.68,72852,2914.08,Player24,,-31.799999999999997,33.32,-33.92,31.959999999999997
Home,RECOVERY,INTERCEPTION,2,72855,2914.2,72855,2914.2,Player3,,-33.92,31.959999999999997,,
Home,BALL OUT,,2,72855,2914.2,72870,2914.8,Player3,,-33.92,31.959999999999997,-38.16,36.04
Away,SET PIECE,THROW IN,2,73133,2925.32,73133,2925.32,Player15,,,,,
Away,PASS,,2,73133,2925.32,73155,2926.2,Player15,Player21,-34.98,34.0,-29.680000000000003,25.16
Away,PASS,,2,73182,2927.28,73197,2927.88,Player21,Player19,-30.740000000000002,25.16,-38.16,26.52
Away,PASS,,2,73197,2927.88,73230,2929.2,Player19,Player15,-38.16,26.52,-40.28,31.959999999999997
Home,CHALLENGE,GROUND-LOST,2,73198,2927.92,73198,2927.92,Player4,,-38.16,26.52,,
Away,PASS,,2,73386,2935.44,73431,2937.24,Player15,Player16,-27.560000000000002,28.56,-8.480000000000002,29.24
Away,BALL LOST,INTERCEPTION,2,73483,2939.32,73526,2941.04,Player16,,-12.719999999999999,28.56,-34.98,12.92
Home,RECOVERY,INTERCEPTION,2,73523,2940.92,73523,2940.92,Player3,,-34.98,12.92,,
Home,BALL LOST,HEAD-INTERCEPTION,2,73523,2940.92,73553,2942.12,Player3,,-34.98,12.92,-20.14,11.559999999999999
Away,CHALLENGE,GROUND-LOST,2,73553,2942.12,73553,2942.12,Player21,,-24.38,13.600000000000001,,
Home,CHALLENGE,AERIAL-LOST,2,73553,2942.12,73553,2942.12,Player7,,-24.38,14.959999999999997,,
Home,RECOVERY,,2,73594,2943.76,73594,2943.76,Player6,,-23.319999999999997,3.3999999999999995,,
Home,PASS,,2,73621,2944.84,73649,2945.96,Player6,Player5,-20.14,-0.6800000000000006,-4.2399999999999975,4.08
Home,PASS,,2,73692,2947.68,73731,2949.24,Player5,Player8,4.240000000000004,6.120000000000002,11.659999999999998,25.84
Home,PASS,,2,73813,2952.52,73844,2953.76,Player8,Player9,27.560000000000002,21.08,36.04,4.08
Home,CHALLENGE,TACKLE-LOST,2,73854,2954.16,73854,2954.16,Player9,,37.099999999999994,4.08,,
Home,BALL LOST,THEFT,2,73854,2954.16,73854,2954.16,Player9,,37.099999999999994,4.08,,
Home,RECOVERY,INTERCEPTION,2,73877,2955.08,73877,2955.08,Player10,,39.22,8.16,,
Home,PASS,,2,73902,2956.08,73923,2956.92,Player10,Player8,39.22,8.16,43.46,19.040000000000003
Home,PASS,CROSS,2,73955,2958.2,73983,2959.32,Player8,Player9,46.63999999999999,19.720000000000002,47.699999999999996,-1.3600000000000012
Home,CHALLENGE,AERIAL-WON,2,73983,2959.32,73983,2959.32,Player9,,47.699999999999996,-1.3600000000000012,,
Home,SHOT,HEAD-ON TARGET-GOAL,2,73983,2959.32,73995,2959.8,Player9,,47.699999999999996,-1.3600000000000012,54.06,-2.040000000000002
Away,CHALLENGE,AERIAL-LOST,2,73983,2959.32,73983,2959.32,Player18,,46.63999999999999,-2.7200000000000024,,
Away,SET PIECE,KICK OFF,2,75523,3020.92,75523,3020.92,Player24,,,,,
Away,PASS,,2,75523,3020.92,75546,3021.84,Player24,Player20,-1.060000000000001,0.6800000000000006,9.539999999999997,1.3600000000000012
Away,PASS,,2,75579,3023.16,75617,3024.68,Player20,Player15,9.539999999999997,2.719999999999999,10.599999999999998,23.119999999999997
Away,BALL OUT,,2,75724,3028.96,75849,3033.96,Player15,,1.060000000000001,23.799999999999997,-56.18,20.4
Home,RECOVERY,,2,76374,3054.96,76374,3054.96,Player11,,-47.7,7.479999999999999,,
Home,PASS,GOAL KICK,2,76374,3054.96,76451,3058.04,Player11,Player10,-47.7,7.479999999999999,6.360000000000006,6.799999999999999
Home,BALL LOST,INTERCEPTION,2,76451,3058.04,76524,3060.96,Player10,,6.360000000000006,6.799999999999999,14.840000000000002,-17.0
Away,RECOVERY,INTERCEPTION,2,76522,3060.88,76522,3060.88,Player18,,14.840000000000002,-13.599999999999998,,
Away,CHALLENGE,GROUND-ADVANTAGE-WON,2,76588,3063.52,76588,3063.52,Player18,,0.0,-23.799999999999997,,
Home,CHALLENGE,GROUND-LOST,2,76609,3064.36,76609,3064.36,Player5,,-4.2399999999999975,-25.16,,
Away,CHALLENGE,GROUND-WON,2,76639,3065.56,76639,3065.56,Player18,,-8.480000000000002,-21.759999999999998,,
Away,BALL LOST,INTERCEPTION,2,76639,3065.56,76639,3065.56,Player18,,-8.480000000000002,-21.759999999999998,,
Home,CHALLENGE,GROUND-FAULT-LOST,2,76670,3066.8,76670,3066.8,Player6,,-8.480000000000002,-19.040000000000003,,
Away,SET PIECE,FREE KICK,2,76982,3079.28,76982,3079.28,Player18,,,,,
Away,PASS,,2,76982,3079.28,77017,3080.68,Player18,Player22,-7.420000000000001,-22.439999999999998,-15.900000000000002,-29.919999999999995
Away,PASS,,2,77017,3080.68,77037,3081.48,Player22,Player23,-15.900000000000002,-29.919999999999995,-23.319999999999997,-20.400000000000002
Away,PASS,,2,77037,3081.48,77059,3082.36,Player23,Player22,-23.319999999999997,-20.400000000000002,-18.02,-22.439999999999998
Home,CHALLENGE,GROUND-LOST,2,77041,3081.64,77041,3081.64,Player2,,-24.38,-20.400000000000002,,
Home,CHALLENGE,TACKLE-ADVANTAGE-WON,2,77082,3083.28,77082,3083.28,Player6,,-19.08,-21.759999999999998,,
Home,RECOVERY,THEFT,2,77082,3083.28,77082,3083.28,Player6,,-19.08,-21.759999999999998,,
Home,PASS,,2,77082,3083.28,77099,3083.96,Player6,Player5,-19.08,-21.759999999999998,-16.959999999999997,-25.16
Away,CHALLENGE,TACKLE-LOST,2,77084,3083.36,77084,3083.36,Player22,,-18.02,-22.439999999999998,,
Away,BALL LOST,THEFT,2,77084,3083.36,77084,3083.36,Player22,,-18.02,-22.439999999999998,,
Home,PASS,,2,77185,3087.4,77205,3088.2,Player5,Player6,-8.480000000000002,-27.880000000000003,-11.659999999999998,-20.400000000000002
Home,PASS,,2,77216,3088.64,77244,3089.76,Player6,Player8,-10.599999999999998,-19.040000000000003,-6.359999999999999,0.6800000000000006
Home,PASS,,2,77326,3093.04,77406,3096.24,Player8,Player4,6.360000000000006,9.520000000000001,11.659999999999998,31.959999999999997
Home,PASS,,2,77467,3098.68,77477,3099.08,Player4,Player10,16.960000000000004,31.959999999999997,20.139999999999993,24.48
Home,PASS,,2,77503,3100.12,77523,3100.92,Player10,Player7,16.960000000000004,24.48,5.300000000000004,21.08
Home,PASS,,2,77595,3103.8,77610,3104.4,Player7,Player4,4.240000000000004,21.08,6.360000000000006,25.16
Home,PASS,,2,77629,3105.16,77649,3105.96,Player4,Player8,7.419999999999995,25.84,18.020000000000003,33.32
Home,PASS,,2,77670,3106.8,77682,3107.28,Player8,Player10,18.020000000000003,32.64,21.199999999999996,25.16
Away,CHALLENGE,TACKLE-LOST,2,77712,3108.48,77712,3108.48,Player19,,20.139999999999993,27.200000000000003,,
Home,CHALLENGE,GROUND-WON,2,77729,3109.16,77729,3109.16,Player10,,20.139999999999993,25.84,,
Away,CHALLENGE,TACKLE-FAULT-LOST,2,77733,3109.32,77733,3109.32,Player16,,22.259999999999998,25.84,,
Home,CHALLENGE,GROUND-FAULT-WON,2,77777,3111.08,77777,3111.08,Player10,,20.139999999999993,22.439999999999998,,
Home,FAULT RECEIVED,,2,77777,3111.08,77777,3111.08,Player10,,20.139999999999993,22.439999999999998,,
Home,SET PIECE,FREE KICK,2,78073,3122.92,78073,3122.92,Player9,,,,,
Home,PASS,,2,78073,3122.92,78103,3124.12,Player9,Player6,20.139999999999993,24.48,12.719999999999999,13.600000000000001
Home,PASS,,2,78128,3125.12,78153,3126.12,Player6,Player5,13.780000000000001,13.600000000000001,10.599999999999998,-0.6800000000000006
Home,PASS,,2,78175,3127.0,78213,3128.52,Player5,Player2,9.539999999999997,-2.040000000000002,-3.180000000000003,-10.200000000000001
Home,PASS,,2,78230,3129.2,78247,3129.88,Player2,Player5,-4.2399999999999975,-11.560000000000002,5.300000000000004,-12.919999999999996
Home,PASS,,2,78266,3130.64,78303,3132.12,Player5,Player1,5.300000000000004,-14.959999999999997,12.719999999999999,-33.32
Home,PASS,,2,78332,3133.28,78402,3136.08,Player1,Player2,8.479999999999995,-32.64,-19.08,-25.84
Home,PASS,,2,78432,3137.28,78490,3139.6,Player2,Player11,-23.319999999999997,-24.48,-43.46,-6.799999999999999
Home,PASS,,2,78565,3142.6,78643,3145.72,Player11,Player10,-43.46,-10.880000000000003,2.120000000000002,10.879999999999999
Home,CHALLENGE,GROUND-WON,2,78643,3145.72,78643,3145.72,Player10,,2.120000000000002,10.879999999999999,,
Away,CHALLENGE,GROUND-LOST,2,78648,3145.92,78648,3145.92,Player16,,2.120000000000002,11.559999999999999,,
Home,BALL LOST,INTERCEPTION,2,78653,3146.12,78675,3147.0,Player10,,2.120000000000002,11.559999999999999,1.060000000000001,16.32
Away,RECOVERY,INTERCEPTION,2,78687,3147.48,78687,3147.48,Player19,,0.0,20.4,,
Away,PASS,,2,78687,3147.48,78717,3148.68,Player19,Player15,0.0,20.4,8.479999999999995,23.119999999999997
Home,CHALLENGE,GROUND-LOST,2,78774,3150.96,78774,3150.96,Player8,,1.060000000000001,18.36,,
Away,PASS,,2,78791,3151.64,78811,3152.44,Player15,Player20,0.0,14.959999999999997,3.180000000000003,4.08
Home,CHALLENGE,GROUND-LOST,2,78849,3153.96,78849,3153.96,Player6,,2.120000000000002,5.440000000000001,,
Away,PASS,,2,78888,3155.52,78911,3156.44,Player20,Player23,-3.180000000000003,4.760000000000001,-16.959999999999997,-6.799999999999999
Away,CHALLENGE,TACKLE-LOST,2,78940,3157.6,78940,3157.6,Player23,,-18.02,-6.799999999999999,,
Away,BALL LOST,THEFT,2,78940,3157.6,78940,3157.6,Player23,,-18.02,-6.799999999999999,,
Home,CHALLENGE,TACKLE-WON,2,78944,3157.76,78944,3157.76,Player5,,-18.02,-7.479999999999999,,
Home,RECOVERY,THEFT,2,78944,3157.76,78944,3157.76,Player5,,-18.02,-7.479999999999999,,
Home,PASS,,2,78972,3158.88,79009,3160.36,Player5,Player1,-22.26,-10.200000000000001,-28.62,-16.32
Home,PASS,,2,79061,3162.44,79073,3162.92,Player1,Player7,-22.26,-10.200000000000001,-23.319999999999997,-1.3600000000000012
Home,PASS,,2,79076,3163.04,79104,3164.16,Player7,Player2,-23.319999999999997,-1.3600000000000012,-30.740000000000002,-9.520000000000001
Home,BALL OUT,,2,79104,3164.16,79261,3170.44,Player2,,-30.740000000000002,-9.520000000000001,9.539999999999997,35.36
Away,SET PIECE,THROW IN,2,79361,3174.44,79361,3174.44,Player15,,,,,
Away,PASS,,2,79361,3174.44,79409,3176.36,Player15,Player16,18.020000000000003,34.68,31.800000000000004,25.16
Away,PASS,,2,79442,3177.68,79499,3179.96,Player16,Player17,30.740000000000002,21.08,27.560000000000002,-6.119999999999997
