Time [s],Period,HomeHull,AwayHull
922.0,1.0,533.4588251878,1267.2138507757682
924.0,1.0,638.209970632936,1234.489348362912
926.0,1.0,721.671824300936,1249.152001632328
928.0,1.0,732.36214459692,1302.55155226296
930.0,1.0,738.5013235656639,1356.425829904216
932.0,1.0,774.552824189152,1401.606752441048
934.0,1.0,693.6968735281439,1377.998481373616
936.0,1.0,583.354070098912,1283.374036452928
938.0,1.0,620.7524209929679,1268.646313129296
940.0,1.0,700.608349980808,1284.865340521576
942.0,1.0,762.3792761002001,1362.639350692904
944.0,1.0,738.260199106152,1352.20177985396
946.0,1.0,702.0218890205681,1367.5103335556
948.0,1.0,570.864737281064,1270.9188140246479
950.0,1.0,535.402000167592,1119.346613381264
952.0,1.0,609.368551189704,1001.4265712573599
954.0,1.0,710.6934762677281,1040.609187811664
956.0,1.0,671.6412703380961,1101.85636791452
958.0,1.0,512.8628014383361,1129.561347746928
960.0,1.0,450.026596385384,1152.67791330928
962.0,1.0,472.62587947454404,1147.869995444232
964.0,1.0,554.121864531592,1197.907184709848
966.0,1.0,618.8650762619359,1256.613976204296
968.0,1.0,602.529118833992,1278.443751060464
970.0,1.0,581.0389990150479,1159.230499369424
972.0,1.0,557.883173098496,1018.4834806155279
974.0,1.0,532.147780606776,1058.214659249168
976.0,1.0,533.981089448568,1117.40564834544
978.0,1.0,571.724586376584,1105.477064641048
980.0,1.0,582.185665372312,1008.668930431048
982.0,1.0,526.87855159948,948.7433024072559
984.0,1.0,439.914950309536,916.674041223368
986.0,1.0,466.23786520900006,953.19091276536
988.0,1.0,500.80629975820796,1057.519525466736
990.0,1.0,551.523796880088,1121.268084510832
992.0,1.0,623.479757767016,1089.481372032712
994.0,1.0,656.1689757368481,1094.585031586128
996.0,1.0,587.598785384256,1096.193170133984
998.0,1.0,435.737443655968,1103.832602631384
1000.0,1.0,326.87090473851197,1090.6963123713601
1002.0,1.0,354.58224188275994,929.909881366008
1004.0,1.0,471.92275754864795,746.67305718272
1006.0,1.0,668.075268427336,575.8948989632161
1008.0,1.0,864.0189814579039,614.864636975528
1010.0,1.0,1014.494941996608,719.813844118568
1012.0,1.0,1128.682064456224,809.1361414923999
1014.0,1.0,1256.82016881452,776.137241144136
1016.0,1.0,1269.287017083664,690.927336227864
1018.0,1.0,1214.208742188448,638.473036929208
1020.0,1.0,1182.432763344952,663.07180425456
1022.0,1.0,1110.112555389848,731.349350362168
1024.0,1.0,1077.316136793208,705.536058657432
1026.0,1.0,1121.8121212677268,705.1744902236418
1036.0,1.0,1126.9086507355041,670.7012754638033
1038.0,1.0,1088.1701063895362,597.0634652169599
1040.0,1.0,1034.028821643792,563.820470720392
1042.0,1.0,1020.82345977952,522.287034422376
1044.0,1.0,1094.5875441363519,531.281482261376
1046.0,1.0,1207.772603638824,606.261765142088
1048.0,1.0,1260.0971690503038,728.944648346112
1050.0,1.0,1309.763359016792,939.633201646032
1052.0,1.0,1288.384856324832,1055.3180447142718
1054.0,1.0,1311.29324268008,939.245747744304
1056.0,1.0,1079.50008903036,789.9481211107759
1058.0,1.0,923.454515620544,702.729178929216
1060.0,1.0,893.132925787288,763.023162635244
1084.0,1.0,806.1563965438941,140.156824331542
1086.0,1.0,840.784270591088,110.98764026339198
1088.0,1.0,835.47720615028,121.81363129412802
1090.0,1.0,815.218297908272,180.893297775088
1092.0,1.0,914.60139025864,241.142228161832
1094.0,1.0,1036.7609540371918,270.939048680416
1096.0,1.0,1083.846860398296,249.39373978593602
1098.0,1.0,1092.315124100344,251.521558555392
1100.0,1.0,1011.22802796568,365.729529837856
1102.0,1.0,894.806938758912,568.11167611368
1104.0,1.0,806.243169397768,779.9744818248159
1106.0,1.0,719.4238556966319,964.412968417872
1108.0,1.0,688.7489421876319,1143.844335682976
1110.0,1.0,751.139401522056,1397.5824044348801
1112.0,1.0,858.9128986325519,1661.794355118608
1114.0,1.0,928.520280995248,1721.4942294401521
1116.0,1.0,911.906508506504,1608.71827493428
1118.0,1.0,834.4012011216639,1374.7586152689842
1120.0,1.0,893.384595348976,1143.4817982875281
1122.0,1.0,795.257603986952,996.724170936704
1124.0,1.0,782.325598120064,958.1104102902079
1126.0,1.0,858.4830549801759,1011.421917846176
1128.0,1.0,881.3928262084639,1067.4869351522
1130.0,1.0,823.5822839500481,1112.720093856
1132.0,1.0,844.901841398384,1157.472355184024
1134.0,1.0,827.776133121816,1098.783347778944
1136.0,1.0,675.235386512256,965.175609055872
1138.0,1.0,612.019045724648,783.3496854167361
1140.0,1.0,757.8573379754586,711.2175093736619
1146.0,1.0,943.390597890736,628.708424835512
1148.0,1.0,1029.196580454824,624.302679298248
1150.0,1.0,1042.9925028700081,620.487462661568
1152.0,1.0,1009.160554788464,544.101752595464
1154.0,1.0,1095.399201942224,535.7898479793121
1156.0,1.0,1215.776949706536,560.987792990744
1158.0,1.0,1308.9219848758162,588.68242152968
1160.0,1.0,1337.920639342728,583.058356810064
1162.0,1.0,1329.282572092272,648.615966207992
1164.0,1.0,1434.583992763728,714.464342995824
1166.0,1.0,1389.4919861831522,741.7518807849281
1168.0,1.0,1329.642111262456,766.331368180712
1170.0,1.0,1321.59877421792,760.1664293480641
1172.0,1.0,1378.8100935240159,825.070997131928
